ID,Player,Team,Position,RkOv,Status,Opponent,FPts,FP/G,%D,ADP,Ros %
*04yme*,Robert Sanchez,CHE,G,216,FA,LIV Sun 11:30AM,105.5,4.59,7%,313.65,0%
*061vj*,Kieffer Moore,BOU,F,217,FA,WHU Sat 10:00AM,103.5,3.83,0%,-,0%
*0327r*,Michael Keane,EVE,D,218,FA,FUL Sat 10:00AM,103.25,8.6,63%,126.17,0%
*04rha*,Jason Steele,BHA,G,219,FA,LUT Sat 10:00AM,103.25,6.88,25%,148.59,0%
*04tm0*,Lucas Digne,AVL,D,220,FA,@NEW Sat 12:30PM,102.75,3.67,40%,136.29,0%
*02lp9*,Kyle Walker,MCI,D,221,FA,@BUR Fri 3:00PM,102,3.78,52%,129.89,0%
*06329*,Manor Solomon,TOT,F,222,FA,@BRF Sun 9:00AM,99.75,5.25,30%,144.58,100%
*04mup*,Trevoh Chalobah,CHE,D,223,FA,LIV Sun 11:30AM,98.75,3.95,0%,1178,0%
*05opl*,Wesley Fofana,CHE,D,224,FA,LIV Sun 11:30AM,98.75,5.81,8%,321.9,0%
*068n8*,Noni Madueke,CHE,F,225,FA,LIV Sun 11:30AM,98.5,8.21,78%,112.72,100%
*062og*,Aaron Hickey,BRF,D,226,FA,TOT Sun 9:00AM,97.25,3.74,5%,359.05,0%
*05mxb*,Hakim Ziyech,CHE,M,227,FA,LIV Sun 11:30AM,96.5,5.36,2%,1051.75,0%
*04t95*,Oliver Skipp,TOT,M,228,FA,@BRF Sun 9:00AM,96.25,4.18,0%,1141,0%
*067yz*,Matheus Cunha,WOL,F,229,FA,@MUN Mon 3:00PM,95.25,5.6,26%,149.5,100%
*056iy*,Pedro Neto,WOL,F,230,FA,@MUN Mon 3:00PM,95,5.28,57%,125.98,0%
*04civ*,Scott McTominay,MUN,M,231,FA,WOL Mon 3:00PM,93.5,3.9,1%,1142.5,0%
*05os4*,Rayan Ait-Nouri,WOL,D,232,FA,@MUN Mon 3:00PM,93,4.43,0%,1267,0%
*0633p*,Gianluca Scamacca,WHU,F,233,FA,@BOU Sat 10:00AM,91.25,5.7,26%,151.52,0%
*02lv9*,James Milner,BHA,M,234,FA,LUT Sat 10:00AM,89.75,2.9,3%,383.87,0%
*06804*,Benoit Badiashile,CHE,D,235,FA,LIV Sun 11:30AM,88.25,8.02,21%,189.56,0%
*05u1m*,Nathan Collins,BRF,D,236,FA,TOT Sun 9:00AM,88.25,3.39,5%,354.98,0%
*061y0*,Scott McKenna,NOT,D,237,FA,@ARS Sat 7:30AM,87.75,4.39,0%,1148,0%
*04io3*,Mario Lemina,WOL,M,238,FA,@MUN Mon 3:00PM,87.25,4.59,0%,-,0%
*05tz8*,Emmanuel Dennis,NOT,F,239,FA,@ARS Sat 7:30AM,85.75,4.51,0%,1171,0%
*05ue7*,Frank Onyeka,BRF,M,240,FA,TOT Sun 9:00AM,85.25,4.06,0%,-,0%
*063q8*,Mikkel Damsgaard,BRF,M,241,FA,TOT Sun 9:00AM,85,3.27,13%,290.3,100%
*04ge8*,Reiss Nelson,ARS,F,242,FA,NOT Sat 7:30AM,84,7.64,3%,389.93,0%
*02opy*,Adam Lallana,BHA,M,243,FA,LUT Sat 10:00AM,83.5,5.22,1%,1133.5,0%
*05tr5*,Mads Roerslev,BRF,D,244,FA,TOT Sun 9:00AM,83.5,4.17,3%,336.64,0%
*04tcc*,Jonny,WOL,D,245,FA,@MUN Mon 3:00PM,82.25,4.57,0%,1127,0%
*02m11*,Matt Doherty,WOL,D,246,W (Mon),@MUN Mon 3:00PM,81.75,6.81,66%,123.71,0%
*04mqv*,Emerson,WHU,D,247,FA,@BOU Sat 10:00AM,81.75,3.72,8%,324.01,0%
*062p5*,Levi Colwill,CHE,D,248,FA,LIV Sun 11:30AM,81.25,4.78,73%,122.78,100%
*0328q*,Tom Cairney,FUL,M,249,FA,@EVE Sat 10:00AM,80,2.42,0%,-,0%
*05yg5*,Toti,WOL,D,250,FA,@MUN Mon 3:00PM,80,4.71,0%,-,0%
*05raa*,Hugo Bueno,WOL,D,251,FA,@MUN Mon 3:00PM,79.5,3.79,0%,1189,0%
*03eki*,Cheikhou Kouyate,NOT,M,252,FA,@ARS Sat 7:30AM,79,3.76,0%,-,0%
*03gu4*,Harry Maguire,MUN,D,253,FA,WOL Mon 3:00PM,78.75,4.92,7%,336.73,0%
*03z3w*,Joe Rothwell,BOU,M,254,FA,WHU Sat 10:00AM,78.25,3.91,0%,1160,0%
*03rxb*,Angelo Ogbonna,WHU,D,255,FA,@BOU Sat 10:00AM,77.75,4.86,0%,-,0%
*060wh*,Alejandro Garnacho Ferreyra,MUN,M,256,FA,WOL Mon 3:00PM,77.25,4.07,72%,124.52,100%
*04f6o*,Will Hughes,CRY,M,257,FA,@SHU Sat 10:00AM,75.25,2.79,0%,-,0%
*05y9n*,Lewis Hall,CHE,D,258,FA,LIV Sun 11:30AM,74.5,8.28,29%,148.7,100%
*02m5b*,Chris Wood,NOT,F,259,FA,@ARS Sat 7:30AM,74,2.96,1%,1066.6,0%
*04u6i*,Leander Dendoncker,AVL,M,260,FA,@NEW Sat 12:30PM,73.5,3.06,0%,1137,0%
*02yhi*,Philippe Coutinho,AVL,M,261,FA,@NEW Sat 12:30PM,73.25,3.66,6%,344.26,0%
*056mf*,Neal Maupay,EVE,F,262,FA,FUL Sat 10:00AM,73.25,2.71,1%,1128.67,0%
*0435s*,Joel Matip,LIV,D,263,FA,@CHE Sun 11:30AM,71,5.07,3%,398.17,0%
*068a1*,Mykhailo Mudryk,CHE,M,264,FA,LIV Sun 11:30AM,70.75,4.72,100%,63.3,100%
*04spw*,James Garner,EVE,M,265,FA,FUL Sat 10:00AM,70.5,4.41,8%,345.87,0%
*061z3*,Fabio Vieira,ARS,M,266,FA,NOT Sat 7:30AM,70.25,3.19,3%,387.07,0%
*04qrc*,Raul Jimenez,FUL,F,267,FA,@EVE Sat 10:00AM,70,4.67,50%,126.96,0%
*067zv*,Kevin Schade,BRF,M,268,FA,TOT Sun 9:00AM,69.5,3.86,51%,132.06,100%
*05ylv*,Wout Weghorst,BUR,F,269,FA,MCI Fri 3:00PM,69.5,4.09,9%,318.64,0%
*04fyg*,Zanka,BRF,D,270,FA,TOT Sun 9:00AM,69.25,3.85,0%,1079,0%
*04mqu*,Aymeric Laporte,MCI,D,271,FA,@BUR Fri 3:00PM,68.5,5.71,9%,316.54,0%
*063e8*,Goncalo Guedes,WOL,F,272,W (Mon),@MUN Mon 3:00PM,67.75,5.21,0%,-,0%
*05yct*,Nathan Patterson,EVE,D,273,FA,FUL Sat 10:00AM,67.5,3.55,3%,383.83,0%
*068yr*,Hamed Traore,BOU,M,274,FA,WHU Sat 10:00AM,62.25,8.89,81%,105.83,100%
*05opj*,Elliot Anderson,NEW,M,275,FA,AVL Sat 12:30PM,61.25,2.78,11%,287.82,0%
*04mcg*,Ben Johnson,WHU,D,276,FA,@BOU Sat 10:00AM,61,3.59,0%,-,0%
*02t1k*,Nathaniel Clyne,CRY,D,277,FA,@SHU Sat 10:00AM,59.75,2.72,0%,-,0%
*04qr0*,Willy Boly,NOT,D,278,FA,@ARS Sat 7:30AM,59.25,5.39,0%,-,0%
*02xtd*,Sam Johnstone,CRY,G,279,FA,@SHU Sat 10:00AM,59,6.56,4%,386.17,0%
*04qfm*,Ryan Sessegnon,TOT,D,280,FA,@BRF Sun 9:00AM,58.5,3.44,0%,-,0%
*0372y*,Matt Targett,NEW,D,281,FA,AVL Sat 12:30PM,58.25,3.43,2%,382.1,0%
*05w9r*,Takehiro Tomiyasu,ARS,D,282,FA,NOT Sat 7:30AM,57,2.71,2%,387.9,0%
*068a7*,Pablo Sarabia,WOL,M,283,FA,@MUN Mon 3:00PM,56.75,4.37,5%,353.41,0%
*04jyc*,Davinson Sanchez,TOT,D,284,FA,@BRF Sun 9:00AM,56.25,3.12,0%,-,0%
*062x7*,Rico Lewis,MCI,D,285,FA,@BUR Fri 3:00PM,56,4,28%,147.45,100%
*062h8*,Moussa Niakhate,NOT,D,286,FA,@ARS Sat 7:30AM,56,4,1%,1113,0%
*04sft*,Yves Bissouma,TOT,M,287,FA,@BRF Sun 9:00AM,55,2.39,12%,278.18,0%
*02ltw*,Fraser Forster,TOT,G,288,FA,@BRF Sun 9:00AM,54.5,3.89,0%,-,0%
*067yu*,Facundo Buonanotte,BHA,M,289,FA,LUT Sat 10:00AM,53.5,4.12,21%,199.06,0%
*05trd*,Shandon Baptiste,BRF,M,290,FA,TOT Sun 9:00AM,53,2.3,0%,-,0%
*05749*,Kieran Tierney,ARS,D,291,FA,NOT Sat 7:30AM,53,1.96,11%,290.16,0%
*068yd*,Joao Gomes,WOL,M,292,FA,@MUN Mon 3:00PM,51.75,4.7,1%,1157,0%
*062p0*,Stefan Bajcetic,LIV,M,293,FA,@CHE Sun 11:30AM,51.25,4.66,1%,1141.67,0%
*05r8o*,Jean-Philippe Mateta,CRY,F,294,FA,@SHU Sat 10:00AM,49,1.69,0%,1097,0%
*05uel*,Kristoffer Ajer,BRF,D,295,FA,TOT Sun 9:00AM,45.75,5.08,1%,1147.5,0%
*04mlb*,Lewis O'Brien,NOT,M,296,FA,@ARS Sat 7:30AM,45.5,3.5,0%,-,0%
*02ln2*,Jonny Evans,MUN,D,297,FA,WOL Mon 3:00PM,44.75,3.44,1%,1065.13,0%
*03r8i*,Steve Cook,NOT,D,298,FA,@ARS Sat 7:30AM,44.5,3.71,0%,-,0%
*062cw*,Stefan Ortega Moreno,MCI,G,299,FA,@BUR Fri 3:00PM,43.25,14.42,1%,1085.5,0%
*068sd*,Jakub Kiwior,ARS,D,300,FA,NOT Sat 7:30AM,43,6.14,3%,362,0%
*05re5*,Carney Chukwuemeka,CHE,M,301,FA,LIV Sun 11:30AM,42.25,3.02,5%,355.05,0%
*05l8q*,Cole Palmer,MCI,M,302,FA,@BUR Fri 3:00PM,42.25,3.02,8%,332.01,0%
*03rvw*,Harry Toffolo,NOT,D,303,FA,@ARS Sat 7:30AM,40.5,2.13,0%,-,0%
*05ue3*,Albert Sambi Lokonga,ARS,M,304,FA,NOT Sat 7:30AM,40,2.67,0%,1130,0%
*05gvx*,Armando Broja,CHE,F,305,FA,LIV Sun 11:30AM,38.25,3.19,2%,1102,0%
*051ki*,Ben Godfrey,EVE,D,306,FA,FUL Sat 10:00AM,38.25,2.94,0%,-,0%
*05ogb*,Anthony Elanga,NOT,F,307,FA,@ARS Sat 7:30AM,37,2.31,41%,140.07,100%
*03v6s*,Mason Holgate,EVE,D,308,FA,FUL Sat 10:00AM,33,4.12,0%,-,0%
*05a6d*,Tariq Lamptey,BHA,D,309,FA,LUT Sat 10:00AM,32.5,1.62,12%,272.88,0%
*044nm*,Rob Holding,ARS,D,310,FA,NOT Sat 7:30AM,31.5,2.25,0%,1268,0%
*02lkm*,Jonjo Shelvey,NOT,M,311,FA,@ARS Sat 7:30AM,31.5,2.86,0%,-,0%
*062hb*,Flynn Downes,WHU,M,312,FA,@BOU Sat 10:00AM,30.75,1.46,0%,1155,0%
*035n1*,Bertrand Traore,AVL,M,313,FA,@NEW Sat 12:30PM,30.5,3.81,0%,-,0%
*052cc*,Billy Gilmour,BHA,M,314,FA,LUT Sat 10:00AM,29.75,2.12,4%,387.4,0%
*064a1*,Boubacar Traore,WOL,M,315,FA,@MUN Mon 3:00PM,27.75,2.77,0%,-,0%
*063w0*,Sergio Gomez,MCI,D,316,FA,@BUR Fri 3:00PM,27.5,2.29,2%,1078,0%
*04sat*,Emile Smith Rowe,ARS,M,317,FA,NOT Sat 7:30AM,27.5,2.29,20%,206.37,0%
*062p3*,Keane Lewis-Potter,BRF,F,318,FA,TOT Sun 9:00AM,27,2.7,1%,1143.33,0%
*05w7t*,Pape Sarr,TOT,M,319,FA,@BRF Sun 9:00AM,23.75,2.16,1%,1069.5,0%
*068y0*,Antoine Semenyo,BOU,F,320,FA,WHU Sat 10:00AM,23.75,2.16,0%,-,0%
*05n03*,Kalvin Phillips,MCI,M,321,FA,@BUR Fri 3:00PM,22.75,1.9,2%,405.1,0%
*05osa*,Robin Olsen,AVL,G,322,FA,@NEW Sat 12:30PM,22.5,5.62,0%,-,0%
*0635j*,Chris Richards,CRY,D,323,FA,@SHU Sat 10:00AM,22.5,2.5,0%,-,0%
*055sf*,Arnaut Danjuma Groeneveld,EVE,F,324,FA,FUL Sat 10:00AM,22.25,2.47,56%,133.53,100%
*02lo6*,Daniel Bentley,WOL,G,325,FA,@MUN Mon 3:00PM,21.25,10.62,0%,1173,0%
*03r8r*,Ryan Fraser,NEW,M,326,FA,AVL Sat 12:30PM,21.25,2.66,0%,-,0%
*068yt*,Sasa Lukic,FUL,M,327,FA,@EVE Sat 10:00AM,20.5,1.71,0%,-,0%
*02t1j*,Calum Chambers,AVL,D,328,FA,@NEW Sat 12:30PM,18.5,1.32,0%,-,0%
*04mr4*,Martin Dubravka,NEW,G,329,FA,AVL Sat 12:30PM,18.25,9.12,1%,1098.33,0%
*03r9c*,Cedric Soares,ARS,D,330,FA,NOT Sat 7:30AM,16,2,0%,-,0%
*05w90*,Maxwel Cornet,WHU,M,331,FA,@BOU Sat 10:00AM,15,1.07,4%,367.61,0%
*05uh9*,Bryan Gil,TOT,F,332,W (Mon),@BRF Sun 9:00AM,14.5,3.62,0%,-,0%
*02rn6*,James Tomkins,CRY,D,333,FA,@SHU Sat 10:00AM,13.25,2.21,0%,-,0%
*05o2l*,Donny van de Beek,MUN,M,334,FA,WOL Mon 3:00PM,11.25,1.61,0%,-,0%
*05oh0*,Jan-Paul van Hecke,BHA,D,335,FA,LUT Sat 10:00AM,10.25,1.28,0%,-,0%
*03pih*,Kevin Mbabu,FUL,D,336,FA,@EVE Sat 10:00AM,10,1.67,0%,-,0%
*068se*,Jhon Duran,AVL,F,337,FA,@NEW Sat 12:30PM,9.75,0.81,0%,1159,0%
*02m1g*,Wayne Hennessey,NOT,G,338,FA,@ARS Sat 7:30AM,9.75,2.44,0%,1060,0%
*04rex*,Marek Rodak,FUL,G,339,FA,@EVE Sat 10:00AM,9.5,4.75,0%,1193,0%
*05oef*,Alphonse Areola,WHU,G,340,FA,@BOU Sat 10:00AM,8.25,1.65,2%,1076.5,0%
*04rh9*,David Brooks,BOU,M,341,FA,WHU Sat 10:00AM,8,1.33,8%,333.51,0%
*061vo*,Jay Stansfield,FUL,F,342,FA,@EVE Sat 10:00AM,8,2.67,0%,1165,0%
*0411y*,Sergi Canos,BRF,F,343,W (Mon),TOT Sun 9:00AM,7.5,1.5,0%,-,0%
*067yx*,Gustavo Scarpa,NOT,M,344,FA,@ARS Sat 7:30AM,6.75,1.12,0%,1126,0%
*068yc*,Yasin Ayari,BHA,M,345,FA,LUT Sat 10:00AM,6.5,2.17,0%,1125,0%
*03r8t*,Matt Ritchie,NEW,D,346,FA,AVL Sat 12:30PM,6.5,0.93,0%,-,0%
*045ob*,Caoimhin Kelleher,LIV,G,347,FA,@CHE Sun 11:30AM,6,6,0%,-,0%
*061v9*,Diego Carlos,AVL,D,348,FA,@NEW Sat 12:30PM,5.5,1.83,9%,312.83,0%
*068yi*,Illia Zabarnyi,BOU,D,349,FA,WHU Sat 10:00AM,5.5,1.1,0%,-,0%
*04rxe*,Nathaniel Phillips,LIV,D,350,FA,@CHE Sun 11:30AM,4.25,2.12,0%,-,0%
*066ni*,Thomas Cannon,EVE,F,351,FA,FUL Sat 10:00AM,4,2,0%,-,0%
*0645x*,Divin Mubama,WHU,F,352,FA,@BOU Sat 10:00AM,4,1.33,2%,381.3,0%
*062z5*,Joseph Hodge,WOL,M,353,FA,@MUN Mon 3:00PM,3.75,0.62,0%,-,0%
*062pa*,Joseph Whitworth,CRY,G,354,FA,@SHU Sat 10:00AM,3.25,1.62,0%,-,0%
*068ys*,Naouirou Ahamada,CRY,M,355,FA,@SHU Sat 10:00AM,3,0.38,1%,1084.33,0%
*062ck*,Malcolm Ebiowei,CRY,M,356,FA,@SHU Sat 10:00AM,3,1,0%,-,0%
*05ou8*,Facundo Pellistri,MUN,M,357,FA,WOL Mon 3:00PM,3,0.75,1%,1133,0%
*04tsd*,Japhet Tanganga,TOT,D,358,FA,@BRF Sun 9:00AM,3,0.75,0%,-,0%
*03yrr*,Mohamed Elneny,ARS,M,359,FA,NOT Sat 7:30AM,2.5,0.5,0%,-,0%
*03hvn*,Javier Manquillo,NEW,D,360,FA,AVL Sat 12:30PM,2.25,0.56,0%,-,0%
*066nn*,Ben Doak,LIV,F,361,FA,@CHE Sun 11:30AM,2,1,1%,1131,0%
*02lof*,Ryan Fredericks,BOU,D,362,FA,WHU Sat 10:00AM,2,0.17,0%,-,0%
*04gyz*,Jairo Riedewald,CRY,M,363,FA,@SHU Sat 10:00AM,2,0.33,0%,-,0%
*05tr4*,Mads Bech Sorensen,BRF,D,364,FA,TOT Sun 9:00AM,1.75,0.44,0%,-,0%
*06492*,Sasa Kalajdzic,WOL,F,365,FA,@MUN Mon 3:00PM,1.75,1.75,9%,328.1,0%
*062ts*,Djed Spence,TOT,D,366,W (Mon),@BRF Sun 9:00AM,1.5,0.38,0%,-,0%
*054p3*,Harvey White,TOT,M,367,FA,@BRF Sun 9:00AM,1.25,1.25,0%,-,0%
*062dp*,Giulian Biancone,NOT,D,368,FA,@ARS Sat 7:30AM,1,0.5,0%,-,0%
*0666p*,Kobbie Mainoo,MUN,M,369,FA,WOL Mon 3:00PM,1,1,2%,1102.25,0%
*03mml*,Dele Alli,EVE,M,370,W (Mon),FUL Sat 10:00AM,0.25,0.12,5%,367.7,0%
*06451*,Cameron Peupion,BHA,M,371,FA,LUT Sat 10:00AM,0.25,0.25,0%,1173,0%
*06c6c*,Elijah Adebayo,LUT,F,373,W (Mon),@BHA Sat 10:00AM,0,0,16%,255.76,100%
*06c6i*,Anel Ahmedhodzic,SHU,D,378,W (Mon),CRY Sat 10:00AM,0,0,32%,146.04,100%
*05gcs*,Sander Berge,SHU,M,406,W (Mon),CRY Sat 10:00AM,0,0,12%,283.07,100%
*05gcx*,Josh Brownhill,BUR,M,423,W (Mon),MCI Fri 3:00PM,0,0,84%,105.7,100%
*06clv*,Mahmoud Dahoud,BHA,M,450,W (Mon),LUT Sat 10:00AM,0,0,41%,143.21,100%
*05zd7*,Lucas De Bolle,NEW,M,453,W (Mon),AVL Sat 12:30PM,0,0,-,-,100%
*06dq8*,Moussa Diaby,AVL,F,455,W (Mon),@NEW Sat 12:30PM,0,0,98%,55.73,100%
*06bdb*,Matthew Dibley-Dias,FUL,M,458,W (Mon),@EVE Sat 10:00AM,0,0,0%,-,100%
*06clu*,Mark Flekken,BRF,G,472,W (Mon),TOT Sun 9:00AM,0,0,32%,138.53,100%
*05yf1*,Melkamu Frauendorf,LIV,M,479,W (Mon),@CHE Sun 11:30AM,0,0,0%,-,100%
*04mi4*,Callum Hudson-Odoi,CHE,F,509,W (Mon),LIV Sun 11:30AM,0,0,8%,343.29,100%
*06cm1*,Nicolas Jackson,CHE,F,515,W (Mon),LIV Sun 11:30AM,0,0,94%,68.54,100%
*05g2o*,Joao Pedro,BHA,F,518,W (Mon),LUT Sat 10:00AM,0,0,100%,72.04,100%
*06do9*,Milos Kerkez,BOU,D,526,W (Mon),WHU Sat 10:00AM,0,0,34%,138.49,100%
*06clt*,Justin Kluivert,BOU,M,530,W (Mon),WHU Sat 10:00AM,0,0,68%,128.92,100%
*052cb*,Ian Maatsen,CHE,D,550,W (Mon),LIV Sun 11:30AM,0,0,19%,210.81,100%
*06c4p*,Benson Manuel,BUR,F,554,W (Mon),MCI Fri 3:00PM,0,0,36%,140.87,100%
*0477b*,Oliver McBurnie,SHU,F,563,W (Mon),CRY Sat 10:00AM,0,0,23%,172.99,100%
*0637a*,Charlie McNeill,MUN,F,567,W (Mon),WOL Mon 3:00PM,0,0,-,-,100%
*0414p*,Carlton Morris,LUT,F,578,W (Mon),@BHA Sat 10:00AM,0,0,81%,112.04,100%
*06cm0*,Christopher Nkunku,CHE,F,591,W (Mon),LIV Sun 11:30AM,0,0,100%,18.17,100%
*02lnn*,Oliver Norwood,SHU,M,593,W (Mon),CRY Sat 10:00AM,0,0,15%,255.74,100%
*06dps*,Andre Onana,MUN,G,604,W (Mon),WOL Mon 3:00PM,0,0,98%,83.86,100%
*0661g*,Stefan Parkes,FUL,D,612,W (Mon),@EVE Sat 10:00AM,0,0,0%,-,100%
*05vyc*,Aaron Ramsey,AVL,M,630,W (Mon),@NEW Sat 12:30PM,0,0,-,-,100%
*04azm*,Connor Roberts,BUR,D,637,W (Mon),MCI Fri 3:00PM,0,0,20%,194.79,100%
*06cmm*,Dominik Szoboszlai,LIV,M,661,W (Mon),@CHE Sun 11:30AM,0,0,100%,32.96,100%
*06dmj*,Jurrien Timber,ARS,D,666,W (Mon),NOT Sat 7:30AM,0,0,96%,89.73,100%
*06cms*,Sandro Tonali,NEW,M,667,W (Mon),AVL Sat 12:30PM,200,0,99%,77.51,100%
*06crm*,Pau Torres,AVL,D,668,W (Mon),@NEW Sat 12:30PM,0,0,90%,104.9,100%
*063y7*,Iyenoma Destiny Udogie,TOT,D,676,FA,@BRF Sun 9:00AM,0,0,77%,115.09,100%
*0656s*,Radek Vitek,MUN,G,681,W (Mon),WOL Mon 3:00PM,0,0,0%,-,100%
*06c4q*,Anass Zaroury,BUR,F,696,W (Mon),MCI Fri 3:00PM,0,0,51%,132.54,100%
*05ymb*,Tayo Adaramola,CRY,D,372,FA,@SHU Sat 10:00AM,0,0,0%,-,0%
*0626q*,Simon Adingra,BHA,F,374,W (Mon),LUT Sat 10:00AM,0,0,13%,279.66,0%
*067y2*,Daniel Adu-Addei,BOU,M,375,FA,WHU Sat 10:00AM,0,0,0%,-,0%
*06cm8*,Brandon Aguilera,NOT,M,376,W (Mon),@ARS Sat 7:30AM,0,0,0%,-,0%
*06cly*,Enock Agyei,BUR,F,377,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*06c4j*,Ameen Al Dakhil,BUR,D,380,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*058vf*,Steven Alzate,BHA,M,382,FA,LUT Sat 10:00AM,0,0,0%,-,0%
*06dn2*,Zeki Amdouni,BUR,F,383,W (Mon),MCI Fri 3:00PM,0,0,12%,265.24,0%
*06cma*,Jordan Amissah,SHU,G,384,W (Mon),CRY Sat 10:00AM,0,0,0%,1125,0%
*05amw*,Joseph Anang,WHU,G,386,FA,@BOU Sat 10:00AM,0,0,0%,-,0%
*06cmv*,Mads Andersen,LUT,D,387,W (Mon),@BHA Sat 10:00AM,0,0,0%,-,0%
*059j0*,Faustino Anjorin,CHE,M,388,W (Mon),LIV Sun 11:30AM,0,0,0%,-,0%
*03r8p*,Harry Arter,NOT,M,390,FA,@ARS Sat 7:30AM,0,0,0%,-,0%
*04gyd*,Brandon Austin,TOT,G,392,FA,@BRF Sun 9:00AM,0,0,0%,1146,0%
*0435u*,Eric Bailly,MUN,D,393,W (Mon),WOL Mon 3:00PM,0,0,0%,-,0%
*06dpr*,Benicio Baker-Boaitey,BHA,F,394,W (Mon),LUT Sat 10:00AM,0,0,1%,1231.6,0%
*05u40*,Ellery Balcombe,BRF,G,395,W (Mon),TOT Sun 9:00AM,0,0,0%,1095,0%
*051kz*,George Baldock,SHU,D,396,W (Mon),CRY Sat 10:00AM,0,0,5%,362.23,0%
*059iq*,Folarin Balogun,ARS,F,397,W (Mon),NOT Sat 7:30AM,0,0,13%,288.66,0%
*05lfr*,Scott Banks,CRY,F,398,W (Mon),@SHU Sat 10:00AM,0,0,0%,-,0%
*02rlq*,Chris Basham,SHU,D,399,W (Mon),CRY Sat 10:00AM,0,0,0%,1131,0%
*06c4m*,Samuel Bastien,BUR,M,401,W (Mon),MCI Fri 3:00PM,0,0,0%,-,0%
*066sf*,Eddie Beach,CHE,G,402,FA,LIV Sun 11:30AM,0,0,1%,1050.6,0%
*06c5y*,Amari'i Bell,LUT,D,403,W (Mon),@BHA Sat 10:00AM,0,0,14%,262.27,0%
*06dml*,Anis Ben Slimane,SHU,M,404,W (Mon),CRY Sat 10:00AM,0,0,1%,1123.93,0%
*066rl*,Rhys Bennett,MUN,D,405,FA,WOL Mon 3:00PM,0,0,0%,1128.6,0%
*05uhm*,Lucas Bergstrom,CHE,G,407,FA,LIV Sun 11:30AM,0,0,0%,-,0%
*06c62*,Luke Berry,LUT,M,408,W (Mon),@BHA Sat 10:00AM,0,0,0%,-,0%
*02ls8*,Marcus Bettinelli,CHE,G,409,FA,LIV Sun 11:30AM,0,0,0%,-,0%
*06clx*,Jordan Beyer,BUR,D,410,W (Mon),MCI Fri 3:00PM,0,0,12%,276.76,0%
*05o8o*,Jayden Bogle,SHU,D,411,W (Mon),CRY Sat 10:00AM,0,0,3%,374.07,0%
*06dmk*,Angelo,CHE,F,412,W (Mon),LIV Sun 11:30AM,0,0,0%,1172.4,0%
*05uhj*,Conor Bradley,LIV,D,416,W (Mon),@CHE Sun 11:30AM,0,0,7%,324.84,0%
*05l27*,Jarrad Branthwaite,EVE,D,417,W (Mon),FUL Sat 10:00AM,0,0,1%,1133.93,0%
*04c3c*,Rhian Brewster,SHU,F,419,W (Mon),CRY Sat 10:00AM,0,0,1%,1109.67,0%
*06c6n*,Andre Brooks,SHU,M,422,W (Mon),CRY Sat 10:00AM,0,0,0%,-,0%
*03amm*,Reece Burke,LUT,D,425,W (Mon),@BHA Sat 10:00AM,0,0,0%,-,0%
*066sm*,Mason Burstow,CHE,F,427,FA,LIV Sun 11:30AM,0,0,0%,1104.4,0%
